[10-May-2024 21:39:41 UTC] PHP Warning:  Array to string conversion in D:\MAMP\htdocs\Med_IT\wp-content\themes\oceanwp-child-theme-master\header.php on line 66
[10-May-2024 21:54:58 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:55:01 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:55:02 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:55:10 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:55:28 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:55:33 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:55:36 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:55:38 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:55:39 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:55:45 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:55:59 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:56:10 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:56:20 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:56:24 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:56:27 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:56:37 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:56:49 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:56:56 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:57:03 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:57:05 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:57:08 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:57:16 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:57:22 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:57:28 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:57:33 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:57:35 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:57:38 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:57:48 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:09 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:15 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:18 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:21 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:22 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:30 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:41 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:41 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:47 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:51 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:53 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:58:55 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:59:06 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:59:20 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:59:40 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:59:41 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:59:43 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:59:44 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:59:55 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 21:59:59 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 22:00:05 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 22:00:08 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 22:00:09 UTC] Cron reschedule event error for hook: wp_delete_temp_updater_backups, Error code: could_not_set, Error message: The cron event list could not be saved., Data: {"schedule":"weekly","args":[],"interval":604800}
[10-May-2024 22:00:11 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
[10-May-2024 22:00:12 UTC] PHP Deprecated:  The PSR-0 `Requests_...` class names in the Requests library are deprecated. Switch to the PSR-4 `WpOrg\Requests\...` class names at your earliest convenience. in D:\MAMP\htdocs\Med_IT\wp-includes\Requests\src\Autoload.php on line 171
